36.9824962, -122.0557336, 141.6463013, 0.0141000, 0.0000, 4, V, 1
36.9824962, -122.0557336, 141.6463013, 0.0141000, 38.0656, 4, V, 2
36.9824962, -122.0557336, 141.6463013, 0.0141000, 0.0000, 4, V, 2
36.9824962, -122.0557336, 141.6463013, 0.0141000, 0.0000, 4, V, 2
36.9824962, -122.0557336, 141.6463013, 0.0141000, 0.0000, 4, V, 2
36.9824962, -122.0557336, 141.6463013, 0.0141000, 0.0000, 4, V, 2
36.9824962, -122.0557336, 141.6463013, 0.0141000, 0.0000, 4, V, 2
36.9824962, -122.0557336, 141.6463013, 0.0141000, 0.0000, 4, V, 2
36.9824962, -122.0557336, 141.6463013, 0.0141000, 0.0000, 4, V, 2
36.9824962, -122.0557336, 141.6463013, 0.0141000, 0.0000, 4, V, 2
36.9824962, -122.0557336, 141.6463013, 0.0141000, 0.0000, 4, V, 2
36.9824962, -122.0557336, 141.6463013, 0.0141000, 24.6912, 4, V, 2
36.9824962, -122.0557336, 141.6463013, 0.0141000, 24.6912, 4, V, 2
36.9824219, -122.0556920, 141.6463013, 0.0141000, 0.0000, 4, V, 2
36.9824219, -122.0556920, 141.6463013, 0.0141000, 0.0000, 4, V, 2
36.9824219, -122.0556920, 141.6463013, 0.0141000, 0.0000, 4, V, 1
36.9824219, -122.0556920, 141.6463013, 0.0141000, 0.0000, 4, V, 1
36.9823920, -122.0557018, 141.6463013, 0.0141000, 0.0000, 4, V, 2
36.9823920, -122.0557018, 141.6463013, 0.0141000, 0.0000, 4, V, 1
36.9823920, -122.0557018, 141.6463013, 0.0141000, 0.0000, 4, V, 2
36.9823920, -122.0557018, 141.6463013, 0.0141000, 0.0000, 4, V, 1
36.9823920, -122.0557018, 141.6463013, 0.0141000, 0.0000, 4, V, 2
36.9823920, -122.0557018, 141.6463013, 0.0141000, 0.0000, 4, V, 2
36.9823920, -122.0557018, 141.6463013, 0.0141000, 0.0000, 4, V, 2
36.9823683, -122.0556852, 141.6463013, 0.0141000, 0.0000, 4, V, 1
36.9823683, -122.0556852, 141.6463013, 0.0141000, 0.0000, 4, V, 1
36.9823683, -122.0556852, 141.6463013, 0.0141000, 107.5096, 4, V, 1
36.9823683, -122.0556852, 141.6463013, 0.0141000, 107.5096, 4, V, 1
36.9823683, -122.0556852, 141.6463013, 0.0141000, 107.5096, 4, V, 1
36.9823683, -122.0556852, 141.6463013, 0.0141000, 0.0000, 4, V, 1
36.9823683, -122.0556852, 141.6463013, 0.0141000, 0.0000, 4, V, 2
36.9823683, -122.0556852, 141.6463013, 0.0141000, 0.0000, 4, V, 2
36.9823683, -122.0556852, 141.6463013, 0.0141000, 0.0000, 4, V, 1
36.9823683, -122.0556852, 141.6463013, 0.0141000, 0.0000, 4, V, 1
36.9823683, -122.0556852, 141.6463013, 0.0141000, 0.0000, 4, V, 2
36.9823683, -122.0556852, 141.6463013, 0.0141000, 172.8384, 4, V, 2
36.9823683, -122.0556852, 141.6463013, 0.0141000, 172.8384, 4, V, 1
36.9823683, -122.0556852, 141.6463013, 0.0141000, 172.8384, 4, V, 1
